# ytui watch later
# Format: video_id <TAB> title <TAB> duration_secs <TAB> channel <TAB> views <TAB> upload_timestamp
#
# Manage with:
#   ytui add <url>         — add a video
#   ytui watch-later       — open picker
#
# Lines starting with # are ignored.
# The file is appended to by `ytui add` and `Ctrl-W` in the picker.
dQw4w9WgXcQ	Rick Astley - Never Gonna Give You Up (Official Video) (4K Remaster)	213	Rick Astley	1761992265	20091025
